C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_187.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_187.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_187.jpg,0,0,0,2.035904
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_283.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_283.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_283.jpg,0,0,0,2.015481
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_376.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_376.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_376.jpg,0,0,0,1.995262
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_446.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_446.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_446.jpg,0,0.2197924,0,2.124156
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_589.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_589.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_589.jpg,0,0.6452415,0,3.111198
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_663.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_663.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_663.jpg,0.15,0.8718669,0,3.719021
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_738.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_738.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_738.jpg,0.35,1,0,4.636938
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_873.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_873.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_873.jpg,0.7,1,0,6.190431
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_30_943.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_30_943.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_30_943.jpg,0.6425472,1,0,6.865377
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_038.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_038.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_038.jpg,0.3640463,1,0,8.011752
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_117.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_117.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_117.jpg,0.1305134,1,0,8.909169
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_199.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_199.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_199.jpg,0,1,0,9.796501
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_277.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_277.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_277.jpg,0,1,0,10.68415
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_361.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_361.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_361.jpg,0.2,1,0,11.65296
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_448.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_448.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_448.jpg,0.4,1,0,12.47052
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_538.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_538.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_538.jpg,0.2683167,1,0,13.38533
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_610.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_610.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_610.jpg,0.0662151,1,0,14.21322
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_670.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_670.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_670.jpg,0,1,0,14.60927
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_774.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_774.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_774.jpg,0,1,0,15.86721
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_886.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_886.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_886.jpg,0.1,1,0,17.162
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_31_956.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_31_956.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_31_956.jpg,0,1,0,17.98097
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_025.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_025.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_025.jpg,0,1,0,18.42304
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_145.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_145.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_145.jpg,0.15,1,0,19.66762
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_281.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_281.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_281.jpg,0,1,0,21.17917
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_400.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_400.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_400.jpg,0.15,1,0,22.34753
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_517.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_517.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_517.jpg,0.1972699,1,0,23.46693
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_591.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_591.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_591.jpg,0,1,0,24.23503
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_665.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_665.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_665.jpg,0,1,0,24.81195
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_737.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_737.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_737.jpg,0,1,0,25.57966
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_857.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_857.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_857.jpg,0,1,0,26.71956
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_32_980.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_32_980.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_32_980.jpg,0,1,0,27.83653
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_093.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_093.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_093.jpg,0,1,0,28.94935
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_211.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_211.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_211.jpg,0.15,1,0,30.04033
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_317.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_317.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_317.jpg,0.1967991,1,0,30.18763
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_413.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_413.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_413.jpg,0,1,0,30.18976
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_508.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_508.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_508.jpg,0,1,0,30.1902
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_615.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_615.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_615.jpg,0,1,0,30.19029
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_711.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_711.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_711.jpg,0,1,0,30.19031
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_801.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_801.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_801.jpg,0,1,0,30.19028
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_33_900.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_33_900.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_33_900.jpg,0.1,1,0,30.1877
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_010.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_010.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_010.jpg,0.1458449,1,0,30.18777
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_122.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_122.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_122.jpg,0,1,0,30.19002
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_240.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_240.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_240.jpg,0,1,0,30.19027
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_360.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_360.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_360.jpg,0,0.6360511,0,30.10346
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_442.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_442.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_442.jpg,0,0.3872778,0,30.02197
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_525.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_525.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_525.jpg,0,0.1402892,0,29.93898
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_601.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_601.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_601.jpg,-0.15,0,0,29.78192
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_681.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_681.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_681.jpg,-0.2260956,0,0,29.49664
C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\center_2019_01_08_18_38_34_758.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\left_2019_01_08_18_38_34_758.jpg,C:\Users\sanke_000\Desktop\windows-sim\Trial_2\IMG\right_2019_01_08_18_38_34_758.jpg,0,0,0,29.25573
